cell ,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,
1,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,5,,,,,,,,,,,6,,,,,,,,,,,7,,,,,,,,,,,8,,,,,,,,,,,9,,,,,,,,,,,10,,,,,,,,,
Cell_01_0002_SpTimes,Cell_01_0003_SpTimes,Cell_01_0004_SpTimes,Cell_01_0005_SpTimes,Cell_01_0006_SpTimes,Cell_01_0007_SpTimes,Cell_01_0008_SpTimes,Cell_01_0009_SpTimes,Cell_01_0010_SpTimes,,Cell_01_0011_SpTimes,Cell_01_0012_SpTimes,Cell_01_0013_SpTimes,Cell_01_0014_SpTimes,Cell_01_0015_SpTimes,Cell_01_0016_SpTimes,Cell_01_0017_SpTimes,Cell_01_0018_SpTimes,Cell_01_0019_SpTimes,Cell_01_0020_SpTimes,,Cell_01_0021_SpTimes,Cell_01_0023_SpTimes,Cell_01_0022_SpTimes,Cell_01_0024_SpTimes,Cell_01_0025_SpTimes,Cell_01_0026_SpTimes,Cell_01_0030_SpTimes,,Cell_01_0121_SpTimes,Cell_01_0122_SpTimes,Cell_01_0123_SpTimes,Cell_01_0124_SpTimes,Cell_01_0125_SpTimes,Cell_01_0126_SpTimes,Cell_01_0127_SpTimes,Cell_01_0128_SpTimes,Cell_01_0129_SpTimes,Cell_01_0130_SpTimes,,Cell_01_0031_SpTimes,Cell_01_0032_SpTimes,Cell_01_0033_SpTimes,Cell_01_0034_SpTimes,Cell_01_0035_SpTimes,Cell_01_0036_SpTimes,Cell_01_0037_SpTimes,Cell_01_0038_SpTimes,Cell_01_0039_SpTimes,Cell_01_0040_SpTimes,,Cell_01_0041_SpTimes,Cell_01_0042_SpTimes,Cell_01_0043_SpTimes,Cell_01_0044_SpTimes,Cell_01_0045_SpTimes,Cell_01_0046_SpTimes,Cell_01_0047_SpTimes,Cell_01_0048_SpTimes,Cell_01_0049_SpTimes,Cell_01_0050_SpTimes,,Cell_01_0061_SpTimes,Cell_01_0062_SpTimes,Cell_01_0063_SpTimes,Cell_01_0064_SpTimes,Cell_01_0065_SpTimes,Cell_01_0066_SpTimes,Cell_01_0067_SpTimes,Cell_01_0068_SpTimes,Cell_01_0069_SpTimes,Cell_01_0070_SpTimes,,Cell_01_0071_SpTimes,Cell_01_0072_SpTimes,Cell_01_0073_SpTimes,Cell_01_0074_SpTimes,Cell_01_0075_SpTimes,Cell_01_0076_SpTimes,Cell_01_0077_SpTimes,Cell_01_0078_SpTimes,Cell_01_0079_SpTimes,Cell_01_0080_SpTimes,,Cell_01_0081_SpTimes,Cell_01_0082_SpTimes,Cell_01_0083_SpTimes,Cell_01_0084_SpTimes,Cell_01_0085_SpTimes,Cell_01_0086_SpTimes,Cell_01_0087_SpTimes,Cell_01_0088_SpTimes,Cell_01_0089_SpTimes,Cell_01_0090_SpTimes,,Cell_01_0091_SpTimes,Cell_01_0092_SpTimes,Cell_01_0093_SpTimes,Cell_01_0094_SpTimes,Cell_01_0095_SpTimes,Cell_01_0096_SpTimes,Cell_01_0100_SpTimes,Cell_01_0099_SpTimes,Cell_01_0098_SpTimes,Cell_01_0097_SpTimes
,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93578,,6.8449,7.00847,7.54247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07911,5.55216,4.14112,4.17196,4.23239,7.15489,4.1413,4.20975,4.20718,4.21529,,6.88996,6.91249,6.9913,6.67599,6.93352,6.60681,6.71663,6.45542,6.53974,6.83769,,,,,,,,,,,,,,,,7.94497,7.88731,7.8148,7.4913,7.59906,7.75661,7.74614
,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9607,,6.86251,7.02834,7.56454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09173,5.57503,4.1548,4.18383,4.24505,7.16729,4.15423,4.22217,4.21952,4.22622,,6.90789,6.93355,7.00964,6.69163,6.95113,6.62578,6.73479,6.47509,6.55954,6.85279,,,,,,,,,,,,,,,,7.96719,7.90981,7.83733,7.51684,7.6241,7.78099,7.76702
,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99065,,6.87898,7.04712,7.58276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.10406,5.58562,4.16664,4.19556,4.25761,7.20423,4.16525,4.23344,4.23015,4.2372,,6.92686,6.95236,7.03096,6.71147,6.9698,6.64524,6.75711,6.49546,6.57975,6.87066,,,,,,,,,,,,,,,,7.98826,7.93306,7.85881,7.5373,7.64492,7.804,7.78865
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00999,,6.90103,7.06761,7.60644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11415,5.59748,4.17916,4.20734,4.26988,7.2418,4.17901,4.24674,4.2422,4.25024,,6.94433,6.97371,7.04963,6.73088,6.98835,6.66458,6.77828,6.51187,6.6012,6.89192,,,,,,,,,,,,,,,,,7.95659,7.88099,7.55644,7.66741,7.82415,7.81208
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.037,,6.91575,7.08442,7.62588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12498,5.62257,4.1895,4.22065,4.28321,7.25335,4.19068,4.25809,4.25278,4.26277,,6.96354,6.99265,7.07148,6.74988,7.00845,6.68358,6.79827,6.52979,6.62291,6.90937,,,,,,,,,,,,,,,,,7.98109,7.90323,7.57894,7.6903,7.84747,7.83605
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05956,,6.93674,7.10425,7.67556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13596,5.63481,4.20168,4.23241,4.29588,7.2911,4.20553,4.27053,4.26544,4.27284,,6.98314,7.01292,7.09141,6.7719,7.03112,6.7069,6.81977,6.54996,6.64439,6.92784,,,,,,,,,,,,,,,,,,7.92587,7.59941,7.70927,7.8705,7.85873
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08252,,6.95884,7.12657,7.68898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14814,5.64521,4.21454,4.24528,4.30863,7.32641,4.21672,4.28068,4.27837,4.28502,,7.0047,7.03555,7.11133,6.79133,7.04934,6.72723,6.83886,6.57012,6.66269,6.94869,,,,,,,,,,,,,,,,,,7.94638,7.6221,7.73288,7.89197,7.88234
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1018,,6.97672,7.1474,7.70209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15946,5.65871,4.22725,4.25557,4.32138,7.35987,4.23051,4.29441,4.28882,4.29678,,7.02413,7.05349,7.13241,6.81124,7.07003,6.74879,6.86059,6.58559,6.68183,6.96624,,,,,,,,,,,,,,,,,,7.96957,7.64355,7.75281,7.91657,7.90391
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13213,,6.9969,7.16358,7.7198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17275,5.71914,4.23826,4.26653,4.33184,7.37094,4.24067,4.30591,4.30039,4.30942,,7.04417,7.07374,7.15333,6.82777,7.09191,6.76609,6.88123,6.60549,6.70122,6.98924,,,,,,,,,,,,,,,,,,7.99247,7.66466,7.77466,7.93881,7.92698
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15307,,7.0149,7.18603,7.73631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1836,5.73134,4.25056,4.27863,4.34418,7.40734,4.25395,4.31679,4.31394,4.32281,,7.06374,7.09736,7.17212,6.84651,7.11082,6.78257,6.90146,6.62461,6.72178,7.00796,,,,,,,,,,,,,,,,,,,7.68701,7.79834,7.96021,7.94963
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.173,,7.03525,7.20273,7.76086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19481,5.75486,4.26513,4.28784,4.35801,7.41811,4.26413,4.32929,4.32376,4.33515,,7.08342,7.11901,7.19164,6.86607,7.1311,6.80302,6.92304,6.6443,6.73831,7.02951,,,,,,,,,,,,,,,,,,,7.71166,7.82048,7.98056,7.97334
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19531,,7.05613,7.22705,7.78518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20702,5.76786,4.27679,4.30071,4.36956,7.44475,4.27598,4.34037,4.33614,4.34682,,7.10318,7.13856,7.21322,6.88691,7.15082,6.82238,6.94383,6.66177,6.75977,7.04815,,,,,,,,,,,,,,,,,,,7.73474,7.84053,,7.9947
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.21515,,7.07645,7.24223,7.80675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21882,5.83982,4.28803,4.31262,4.38221,7.4564,4.28999,4.35244,4.34902,4.3598,,7.12399,7.16319,7.23219,6.90567,7.16825,6.84127,6.96283,6.68293,6.77868,7.06834,,,,,,,,,,,,,,,,,,,7.75618,7.86164,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23457,,7.09301,7.26268,7.83058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23007,5.85284,4.30145,4.32476,4.39492,7.46733,4.3023,4.36517,4.36187,4.37372,,7.14391,7.18399,7.25127,6.92601,7.18937,6.86081,6.98139,6.70164,6.79823,7.0873,,,,,,,,,,,,,,,,,,,7.77837,7.88304,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25653,,7.11312,7.2841,7.85598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24248,5.8775,4.31178,4.33692,4.40827,7.47967,4.31404,4.37806,4.37422,4.38485,,7.16362,7.2037,7.2722,6.94469,7.2079,6.88113,7.00072,6.71971,6.81537,7.10717,,,,,,,,,,,,,,,,,,,7.79959,7.90514,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28043,,7.13027,7.30747,7.88134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25571,5.88829,4.32415,4.34965,4.41889,7.48896,4.32326,4.39074,4.38655,4.39708,,7.18359,7.22533,7.29374,6.96306,7.22972,6.90144,7.0211,6.74073,6.83596,7.1288,,,,,,,,,,,,,,,,,,,7.8197,7.92706,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29901,,7.15215,7.32478,7.90335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2674,5.90115,4.33438,4.36154,4.43127,7.49802,4.3354,4.40214,4.39812,4.40956,,7.20116,7.24763,7.31276,6.98358,7.2506,6.9176,7.04089,6.76092,6.85518,7.14739,,,,,,,,,,,,,,,,,,,7.8423,7.94681,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31733,,7.17085,7.34593,7.92435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28215,5.91335,4.34693,4.37127,4.44656,7.50865,4.34673,4.41171,4.40992,4.42216,,7.22135,7.26682,7.33183,7.00077,7.27072,6.94029,7.06315,6.77957,6.87577,7.16939,,,,,,,,,,,,,,,,,,,7.86277,7.9693,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33593,,7.18422,7.36512,7.95049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29254,5.92484,4.36003,4.38565,4.45746,7.52251,4.3586,4.42376,4.42171,4.43691,,7.24168,7.28547,7.3506,7.02155,7.29121,6.95988,7.08158,6.79948,6.89714,7.1868,,,,,,,,,,,,,,,,,,,7.88461,7.98934,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36765,,7.2058,7.38719,7.97646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30467,5.93412,4.37319,4.39711,4.47122,7.5347,4.37155,4.43526,4.43453,4.44824,,7.2614,7.30443,7.37125,7.04216,7.3101,6.97798,7.10103,6.81874,6.91578,7.2052,,,,,,,,,,,,,,,,,,,7.90504,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38595,,7.22432,7.40592,7.99642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3154,5.95836,4.3866,4.41088,4.48392,7.54629,4.38324,4.44633,4.44634,4.46099,,7.28286,7.32418,7.39167,7.06115,7.32831,6.9957,7.12054,6.83716,6.93524,7.22369,,,,,,,,,,,,,,,,,,,7.92665,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.40113,,7.24537,7.44637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32593,5.97097,4.39828,4.42107,4.49622,7.55719,4.39672,4.46008,4.45873,4.4732,,7.30343,7.34437,7.41111,7.08276,7.34819,7.01571,7.13951,6.85774,6.95398,7.24364,,,,,,,,,,,,,,,,,,,7.94763,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4191,,7.26188,7.47091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33955,6.00315,4.40863,4.43284,4.50952,7.56684,4.40716,4.47263,4.47075,4.48486,,7.32164,7.36405,7.43105,7.10184,7.36981,7.03717,7.15872,6.87604,6.97654,7.26511,,,,,,,,,,,,,,,,,,,7.96814,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.43826,,7.28626,7.49006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35193,6.026,4.41845,4.4439,4.52248,7.57988,4.41919,4.48416,4.48163,4.49678,,7.33958,7.38816,7.4496,7.12093,7.38916,7.05613,7.17803,6.89373,6.99293,7.28456,,,,,,,,,,,,,,,,,,,7.99009,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45497,,7.30611,7.51203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36375,6.0376,4.43264,4.45531,4.53338,7.59068,4.43129,4.49622,4.49462,4.50829,,7.36046,7.40745,7.47135,7.13983,7.41102,7.07615,7.19721,6.91403,7.01335,7.30397,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4798,,7.32246,7.52892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37497,6.04875,4.44441,4.46593,4.54654,7.61464,4.44307,4.50752,4.50588,4.5199,,7.38137,7.42849,7.49105,7.15895,7.42872,7.09669,7.21369,6.93248,7.03201,7.32277,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49507,,7.34493,7.55445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3866,6.07387,4.4591,4.47747,4.55998,7.62509,4.45333,4.51877,4.5169,4.5307,,7.40135,7.44917,7.5127,7.17935,7.44607,7.11834,7.23445,6.94913,7.05226,7.34289,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51465,,7.35774,7.57137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41021,6.08496,4.47073,4.48872,4.57348,7.63711,4.46543,4.53053,4.53211,4.5456,,7.41948,7.46731,7.53184,7.2007,7.46474,7.13761,7.25282,6.96709,7.0729,7.36145,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53905,,7.37631,7.59117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42058,6.09816,4.48209,4.50111,4.58607,7.64964,4.47697,4.54242,4.54369,4.55649,,7.43905,7.48761,7.55251,7.21902,7.48417,7.15318,7.27361,6.98557,7.09213,7.3813,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56108,,7.41676,7.61295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43381,6.11147,4.49356,4.51153,4.59858,7.67419,4.48898,4.55576,4.55389,4.56875,,7.45936,7.50691,7.57148,7.23745,7.50331,7.17169,7.2908,7.00529,7.11236,7.40253,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5817,,7.43439,7.63209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44415,6.1226,4.49512,4.52467,4.61038,7.68693,4.49912,4.5676,4.56771,4.58224,,7.47921,7.53039,7.59062,7.25337,7.5209,7.19485,7.30946,7.02364,7.12935,7.42288,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.60367,,7.45661,7.65274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45534,6.13554,4.50526,4.53676,4.62528,7.69956,4.51184,4.57969,4.58071,4.59376,,7.49781,7.55176,7.61093,7.27182,7.54203,7.21349,7.32893,7.04258,7.14978,7.44277,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62179,,7.47389,7.67142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46663,6.14653,4.51733,4.54931,4.63678,7.71339,4.52321,4.59294,4.59146,4.60619,,7.51768,7.57263,7.63097,7.29288,7.56012,7.235,7.34912,7.06167,7.17087,7.46364,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.64594,,7.49092,7.69291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4782,6.1573,4.53004,4.55971,4.64885,7.7241,4.5341,4.60496,4.60296,4.61928,,7.53848,7.59522,7.64859,7.31178,7.57801,7.25756,7.36888,7.07907,7.18976,7.48034,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67106,,7.51173,7.71466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48937,6.16966,4.54198,4.57202,4.66123,7.73491,4.54505,4.61518,4.61631,4.63109,,7.55743,7.61516,7.67003,7.33355,7.59591,7.27724,7.38842,7.10055,7.20965,7.49998,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69527,,7.55027,7.73182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50091,6.19409,4.55413,4.58287,4.67287,7.74738,4.55661,4.62869,4.62817,4.64481,,7.57624,7.63564,7.69013,7.35502,7.61447,7.29644,7.40875,7.11884,7.22887,7.52099,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71361,,7.5683,7.75493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51076,6.21712,4.56741,4.59416,4.68673,7.78483,4.56846,4.64132,4.64161,4.65786,,7.59708,7.65478,7.7096,7.37292,7.63435,7.31525,7.42896,7.13496,7.24809,7.5376,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73507,,7.58489,7.77346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52524,6.22866,4.57949,4.60517,4.69762,7.79685,4.58195,4.65335,4.65363,4.66901,,7.61743,7.67425,7.73072,7.3935,7.65103,7.33571,7.44894,7.15216,7.26662,7.55932,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75397,,7.60577,7.79415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53644,6.24051,4.59247,4.61789,4.71179,7.8093,4.59545,4.66597,4.66617,4.6832,,7.63811,7.69611,7.74942,7.41544,7.67349,7.35678,7.46766,7.17034,7.28558,7.57621,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78038,,7.62217,7.81301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54942,6.25088,4.60501,4.62963,4.7234,7.82196,4.60639,4.6785,4.67812,4.69556,,7.65662,7.71702,7.76996,7.43465,7.69322,7.37641,7.4865,7.18839,7.30438,7.59583,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.80218,,7.64071,7.83963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56074,6.27145,4.61658,4.64025,4.73532,7.83352,4.61802,4.68932,4.68825,4.70845,,7.6753,7.73616,7.78842,7.45373,7.71695,7.39572,7.50656,7.20647,7.32463,7.61302,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.82385,,7.66243,7.8572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5727,6.28148,4.63022,4.65258,4.74626,7.85381,4.629,4.70198,4.69827,4.71965,,7.69339,7.75896,7.80668,7.47504,7.73542,7.41553,7.52453,7.22572,7.34495,7.63276,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84739,,7.68028,7.87803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58331,6.29432,4.6421,4.66289,4.75993,7.88873,4.64091,4.71395,4.71057,4.73212,,7.71138,7.77896,7.82628,7.48983,7.75447,7.43484,7.54593,7.24545,7.36382,7.65167,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86843,,7.6965,7.90016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59554,6.31981,4.65595,4.67632,4.7723,7.90186,4.65251,4.72615,4.72307,4.74337,,7.73552,7.80038,7.84369,7.51036,7.77374,7.4547,7.56438,7.26657,7.38173,7.66959,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88853,,7.71676,7.91903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.60708,6.33016,4.66796,4.68794,4.78443,7.91346,4.66408,4.73761,4.73469,4.75476,,7.75382,7.82216,7.86502,7.52937,7.79385,7.47359,7.5859,7.28391,7.40224,7.68924,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.90978,,7.73489,7.94091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61808,6.34436,4.67973,4.70028,4.79546,7.92404,4.67701,4.74945,4.7481,4.76717,,7.77443,7.84223,7.88516,7.54801,7.81341,7.49469,7.60247,7.30256,7.42142,7.70766,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92685,,7.75149,7.96307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63075,6.35615,4.69141,4.71451,4.80905,7.93685,4.68865,4.76011,4.76091,4.77821,,7.79493,7.86256,7.90487,7.56955,7.83292,7.51593,7.62192,7.32366,7.44,7.72755,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94811,,7.7704,7.98431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64349,6.36783,4.7019,4.72491,4.82206,7.9477,4.6984,4.77225,4.77562,4.78988,,7.81663,7.88369,7.92302,7.58775,7.85089,7.53504,7.64128,7.34077,7.4599,7.74862,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96784,,7.79067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65505,6.39094,4.71237,4.7382,4.83472,7.95869,4.70907,4.78415,4.78758,4.80446,,7.83448,7.90354,7.94349,7.60429,7.86946,7.55625,7.66137,7.35983,7.47842,7.76695,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98862,,7.81186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66799,6.40176,4.72331,4.74983,4.84622,7.99449,4.72063,4.79681,4.79961,4.81662,,7.8548,7.92427,7.9624,7.62203,7.8871,7.5781,7.68133,7.38165,7.49864,7.78578,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67958,6.41553,4.73232,4.76147,4.86049,,4.734,4.80755,4.81021,4.83177,,7.87459,7.94446,7.98124,7.64058,7.90582,7.59693,7.70121,7.39995,7.51701,7.80679,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69127,6.43576,4.74495,4.77262,4.87224,,4.74608,4.81922,4.82213,4.84322,,7.89427,7.96586,,7.66126,7.92655,7.61733,7.71998,7.41673,7.53302,7.82637,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.70468,6.44646,4.75707,4.78339,4.88478,,4.76078,4.8315,4.83547,4.85501,,7.91496,7.98538,,7.68126,7.94624,7.63657,7.73985,7.43509,7.53654,7.84699,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71595,6.47246,4.76805,4.79356,4.89823,,4.77146,4.84346,4.84726,4.86824,,7.9338,,,7.69889,7.96573,7.6545,7.75983,7.45173,7.55579,7.86663,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7276,6.48503,4.77858,4.80574,4.90882,,4.78495,4.85532,4.86018,4.88022,,7.9561,,,7.71778,7.98532,7.6761,7.78192,7.47186,7.57474,7.88484,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73982,6.49706,4.78995,4.81709,4.91946,,4.79452,4.8693,4.87162,4.89149,,7.97399,,,7.73894,,7.6976,7.80007,7.49219,7.59563,7.90469,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.751,6.50974,4.80063,4.82963,4.93279,,4.80659,4.8802,4.88428,4.90561,,7.9932,,,7.75999,,7.71759,7.81832,7.50997,7.61537,7.92173,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76059,6.57012,4.8139,4.84236,4.94601,,4.81821,4.89571,4.89582,4.9156,,,,,7.78168,,7.7382,7.8381,7.53242,7.63458,7.94092,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77225,6.60416,4.8251,4.85626,4.95731,,4.83113,4.90783,4.91003,4.929,,,,,7.80313,,7.75716,7.85634,7.55037,7.6526,7.95874,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78378,6.62788,4.83786,4.86891,4.96985,,4.84373,4.91992,4.92296,4.93915,,,,,7.82026,,7.77472,7.87629,7.5687,7.67537,7.97788,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79556,6.64155,4.84881,4.88128,4.98141,,4.85255,4.93252,4.9341,4.95314,,,,,7.84257,,7.79614,7.89572,7.58756,7.69516,7.99706,,,,,,,,,,,,,,,,,,,,,,
